ticker,name,market_cap
001130,대한제분,266513000000
361390,제노코,266144435100
272110,케이엔제이,265640574500
122900,아이마켓코리아,265424989600
079960,동양이엔피,265275000000
001630,종근당홀딩스,265021646900
036800,나이스정보통신,265000000000
008490,서흥,264932687700
170920,엘티씨,264631356300
003720,삼영,264520000000
013580,계룡건설,263908301850
092070,디엔에프,263838362400
332570,PS일렉트로닉스,263266139120
144960,뉴파워프라즈마,263029596480
182400,엔케이맥스,261959223450
098120,마이크로컨텍솔,261020852400
156100,엘앤케이바이오,260167420920
402030,코난테크놀로지,259737876000
003070,코오롱글로벌,259324381800
003220,대원제약,258814307820
005680,삼영전자,258000000000
005500,삼진제약,257875200000
226320,잇츠한불,256792278650
115310,인포바인,256707793200
121800,비덴트,256309348520
330860,네패스아크,255864945000
484120,도우인시스,254760061500
035510,신세계 I&C,254452380000
064850,에프앤가이드,254450403600
051980,중앙첨단소재,254400013610
001790,대한제당,253841321400
080160,모두투어,253260000000
377460,위니아에이드,253187202960
950170,JTC,253039641720
000520,삼일제약,252709598150
083310,엘오티베큠,252368167610
044450,KSS해운,251866950800
005950,이수화학,251635197330
068930,디지털대성,251015351940
092220,KEC,250953926250
299030,하나기술,250240683000
160980,싸이맥스,249072740400
007570,일양약품,249067915200
456010,아이씨티케이,248843186600
039840,디오,248545254230
251370,와이엠티,247969820700
053210,스카이라이프,247594595550
100120,뷰웍스,247572000000
264850,이랜시스,247204033920
230240,에치에프알,247148130000
487570,HS효성,246283774700
134380,미원화학,245658235600
036030,케이티알파,244851318585
003350,한국화장품제조,244274800000
