ticker,name,market_cap
950140,잉글우드랩,243381358500
353810,이지바이오,243152112000
061090,세나테크놀로지,242974644000
123410,코리아에프티,242495667440
000390,삼화페인트,242382908790
126600,BGF에코머티리얼즈,242280230140
005010,휴스틸,241889662875
028100,동아지질,241546616080
199820,제일일렉트릭,241087000000
243840,신흥에스이씨,240988968750
118990,모트렉스,240912683100
210980,SK디앤디,240164227800
085910,네오티스,240096914140
138080,오이솔루션,239547366400
003555,LG우,238788080700
004980,성신양회,238786551020
003610,방림,237192732200
417010,나노팀,236626099440
237880,클리오,236554010770
102120,어보브반도체,236484014900
356680,엑스게이트,236340113760
003650,미창석유,235725556000
084850,아이티엠반도체,235448854920
489500,엘케이켐,235427100000
033160,엠케이전자,235413263680
025000,KPX케미칼,235136673300
001520,동양,235103802055
000480,CR홀딩스,234921354900
051360,토비스,234737271600
121440,골프존홀딩스,234317394460
010580,에스엠벡셀,234184954800
271980,제일약품,233954513520
012320,경동인베스트,232954765500
084680,이월드,232845768906
042420,네오위즈홀딩스,232164353250
114840,아이패밀리에스씨,231913461000
339770,교촌에프앤비,231338320400
000860,강남제비스코,231270000000
003460,유화증권,230211804900
405100,큐알티,229932821710
095570,AJ네트웍스,229884015720
115450,HLB테라퓨틱스,229519755360
000140,하이트진로홀딩스,229514905850
179290,엠아이텍,229472657020
289080,SV인베스트먼트,229214878840
004430,송원산업,228240000000
290550,디케이티,228214034300
117580,대성에너지,227975000000
010955,S-Oil우,227238875500
086820,바이오솔루션,227132556200
053690,한미글로벌,226821285000
001045,CJ우,226474344600
001080,만호제강,225760000000
047310,파워로직스,225522250800
298690,에어부산,225231840000
091580,상신이디피,225113618910
002150,도화엔지니어링,224912400000
083930,아바코,224855454680
012200,계양전기,224588339250
131030,옵투스제약,223935227100
439090,마녀공장,223863631600
001780,알루코,223677604920
125020,티씨머티리얼즈,223545949000
314130,지놈앤컴퍼니,223315078400
036560,KZ정밀,223177500000
102260,동성케미컬,222534068085
032940,원익,222321270600
088800,에이스테크,221233851620
377450,리파인,221130800000
234030,싸이닉솔루션,220942800000
009070,KCTC,220200000000
041020,폴라리스오피스,219786701160
086890,이수앱지스,219482066650
039570,HDC랩스,218563000420
008830,대동기어,218396736000
054450,텔레칩스,217319743550
334970,프레스티지바이오로직스,217318620415
081000,일진다이아,217305517500
300080,플리토,217046680650
234080,JW생명과학,216775044260
078070,유비쿼스홀딩스,216538695600
482630,삼양엔씨켐,216256206400
323990,박셀바이오,215828161600
005430,한국공항,215312140000
101170,우림피티에스,214650000000
001250,GS글로벌,214587786400
217270,넵튠,214516601370
289930,웨이비스,214335432160
036190,금화피에스시,214200000000
267320,나인테크,213871973875
232680,라온로보틱스,213701948700
002230,피에스텍,213361187400
005960,동부건설,213174499270
004090,한국석유,212880392400
032620,유비케어,212703341425
064290,인텍플러스,212512652240
452450,피아이이,212400720000
213500,한솔제지,211349114880
011785,금호석유화학우,210736974200
388050,지투파워,210481166250
293780,압타바이오,210138669400
119610,인터로조,209898807330
425040,티이엠씨,209664876060
046440,KG모빌리언스,209439519020
053700,삼보모터스,207861836240
464490,쿼드메디슨,207137318520
102460,이연제약,207057074540
473980,노머스,206661348180
146320,비씨엔씨,206558477220
219130,타이거일렉,206477283000
016580,환인제약,206274776300
004380,삼익THK,206172000000
476040,오가노이드사이언스,206134288000
242040,나무기술,205907270800
123860,아나패스,205855586700
469610,이노테크,205500235000
322510,제이엘케이,204997002760
060150,인선이엔티,204879892800
461300,아이스크림미디어,204591419540
052710,아모텍,204465374910
380540,옵티코어,204443369730
143160,아이디스,204254393400
217730,강스템바이오텍,204097503330
004710,한솔테크닉스,203576626520
214420,토니모리,203263051550
071840,롯데하이마트,203026323200
119830,아이텍,202668456890
078150,HB테크놀러지,202120696880
418420,라온텍,202077812040
095700,제넥신,201972090890
031440,신세계푸드,201368960000
0004V0,엔비알모션,201326455800
082800,비보존 제약,200669187330
101530,해태제과식품,200614903580
458650,성우,200408324400
038290,마크로젠,200349072000
220260,켐트로스,200129623200
048870,시너지이노베이션,200002806010
